CloseAsk,CloseBid,HighAsk,HighBid,LowAsk,LowBid,OpenAsk,OpenBid,Time
1.0889,1.0887,1.09692,1.0963,1.0874,1.0872,1.09692,1.09345,2024-03-11T00:00:00.000000Z
1.08085,1.08063,1.09437,1.09417,1.08027,1.08007,1.08945,1.0884,2024-03-18T00:00:00.000000Z
1.07949,1.07915,1.08653,1.08633,1.0769,1.0767,1.08131,1.08004,2024-03-25T00:00:00.000000Z
1.08393,1.08365,1.08777,1.08757,1.07257,1.07237,1.08002,1.07834,2024-04-01T00:00:00.000000Z
1.06426,1.06406,1.08863,1.08843,1.06237,1.06217,1.08399,1.0835,2024-04-08T00:00:00.000000Z
1.06577,1.06557,1.06912,1.06892,1.0602,1.06,1.06438,1.06335,2024-04-15T00:00:00.000000Z
1.06943,1.06923,1.07539,1.07519,1.06249,1.06229,1.06709,1.06355,2024-04-22T00:00:00.000000Z
1.07647,1.07621,1.08141,1.08121,1.06503,1.06483,1.07018,1.06786,2024-04-29T00:00:00.000000Z
1.07721,1.07687,1.07918,1.07898,1.07248,1.07228,1.0766,1.0757,2024-05-06T00:00:00.000000Z
1.08704,1.08684,1.08962,1.08942,1.07669,1.07589,1.07739,1.07604,2024-05-13T00:00:00.000000Z
1.0848,1.08452,1.08855,1.08835,1.08058,1.08038,1.08706,1.0865,2024-05-20T00:00:00.000000Z
1.08496,1.08476,1.08901,1.08881,1.07893,1.07873,1.08585,1.08433,2024-05-27T00:00:00.000000Z
1.08026,1.08006,1.09173,1.09153,1.08007,1.07988,1.08534,1.08424,2024-06-03T00:00:00.000000Z
1.0707,1.07016,1.08533,1.08513,1.06687,1.06667,1.0815,1.0801,2024-06-10T00:00:00.000000Z
1.06928,1.06908,1.07626,1.07606,1.06721,1.06701,1.07054,1.06863,2024-06-17T00:00:00.000000Z
1.07149,1.07114,1.07474,1.07454,1.06669,1.06649,1.06916,1.06851,2024-06-24T00:00:00.000000Z
1.08402,1.08359,1.0844,1.0842,1.0711,1.07034,1.07242,1.07061,2024-07-01T00:00:00.000000Z
1.09084,1.09051,1.09125,1.09105,1.07996,1.07944,1.081,1.08015,2024-07-08T00:00:00.000000Z
1.0889,1.08797,1.09492,1.09472,1.08726,1.08706,1.08996,1.08974,2024-07-15T00:00:00.000000Z
1.08566,1.08546,1.09039,1.09019,1.08268,1.08248,1.08961,1.08771,2024-07-22T00:00:00.000000Z
1.09121,1.09101,1.09274,1.09254,1.07784,1.07764,1.08659,1.0855,2024-07-29T00:00:00.000000Z
1.09169,1.09149,1.10099,1.10079,1.08827,1.08807,1.09117,1.09048,2024-08-05T00:00:00.000000Z
1.10297,1.10277,1.10488,1.10468,1.09114,1.09063,1.09187,1.0909,2024-08-12T00:00:00.000000Z
1.11937,1.11916,1.12022,1.12002,1.10153,1.09999,1.10261,1.09999,2024-08-19T00:00:00.000000Z
1.10489,1.10469,1.1203,1.1201,1.10448,1.10428,1.12001,1.11882,2024-08-26T00:00:00.000000Z
1.10863,1.10843,1.11568,1.11548,1.10272,1.10252,1.10525,1.10433,2024-09-02T00:00:00.000000Z
1.10772,1.1075,1.1103,1.1101,1.10031,1.10011,1.10766,1.10725,2024-09-09T00:00:00.000000Z
1.11645,1.11624,1.11903,1.11883,1.10696,1.10676,1.10847,1.10694,2024-09-16T00:00:00.000000Z
1.11652,1.11625,1.12152,1.12132,1.10843,1.10823,1.11691,1.11422,2024-09-23T00:00:00.000000Z
1.0976,1.09736,1.12101,1.12081,1.09524,1.09504,1.11699,1.11497,2024-09-30T00:00:00.000000Z
1.09375,1.0935,1.09984,1.09964,1.09008,1.08988,1.098,1.09736,2024-10-07T00:00:00.000000Z
1.08686,1.08666,1.09516,1.09427,1.08123,1.08103,1.09497,1.09362,2024-10-14T00:00:00.000000Z
1.07974,1.07954,1.08734,1.08714,1.07624,1.07604,1.0865,1.08511,2024-10-21T00:00:00.000000Z
1.08348,1.08328,1.09069,1.09049,1.07699,1.07679,1.08142,1.08,2024-10-28T00:00:00.000000Z
1.07198,1.07178,1.09382,1.09362,1.06835,1.06815,1.08616,1.08573,2024-11-04T00:00:00.000000Z
1.05404,1.05375,1.07289,1.07269,1.04973,1.04953,1.07211,1.06944,2024-11-11T00:00:00.000000Z
